semantic_tensor_id	source_name	source_dtype	source_shape	runtime_layout	owning_gpu	layer_id	kernel_family	source_offset	byte_length	shard_file	shard_offset	scale_offset	checksum
blk.9.hc_ffn_base	blk.9.hc_ffn_base	f32	[24]	source_f32	1	9	ds4_hc_control_f32	36857475200	96	gpu1.weights	14328022528	-1	pending
blk.9.hc_ffn_fn	blk.9.hc_ffn_fn	f32	[16384x24]	source_f32	1	9	ds4_hc_control_f32	36857475296	1572864	gpu1.weights	14328022784	-1	pending
blk.9.hc_ffn_scale	blk.9.hc_ffn_scale	f32	[3]	source_f32	1	9	ds4_hc_control_f32	36859048160	12	gpu1.weights	14329595648	-1	pending
blk.10.attn_sinks	blk.10.attn_sinks	f32	[64]	source_f32_control	1	10	ds4_attention_control	36859048192	256	gpu1.weights	14329595904	-1	pending
blk.10.attn_compress_ape	blk.10.attn_compress_ape	f32	[1024x4]	source_f32	1	10	ds4_compressor_bf16_f32_pending	36859048448	16384	gpu1.weights	14329596160	-1	pending
blk.10.attn_compress_norm.weight	blk.10.attn_compress_norm.weight	f32	[512]	source_f32	1	10	ds4_compressor_bf16_f32_pending	36859064832	2048	gpu1.weights	14329612544	-1	pending
blk.10.attn_compress_gate.weight	blk.10.attn_compress_gate.weight	bf16	[4096x1024]	source_bf16	1	10	ds4_compressor_bf16_f32_pending	36859066880	8388608	gpu1.weights	14329614592	-1	pending
blk.10.attn_compress_kv.weight	blk.10.attn_compress_kv.weight	bf16	[4096x1024]	source_bf16	1	10	ds4_compressor_bf16_f32_pending	36867455488	8388608	gpu1.weights	14338003200	-1	pending
blk.10.indexer.compress_ape	blk.10.indexer.compress_ape	f32	[256x4]	source_f32	1	10	ds4_indexer_mixed_pending	36875844096	4096	gpu1.weights	14346391808	-1	pending
blk.10.indexer.compress_norm.weight	blk.10.indexer.compress_norm.weight	f32	[128]	source_f32	1	10	ds4_indexer_mixed_pending	36875848192	512	gpu1.weights	14346395904	-1	pending
blk.10.indexer.compress_gate.weight	blk.10.indexer.compress_gate.weight	bf16	[4096x256]	source_bf16	1	10	ds4_indexer_mixed_pending	36875848704	2097152	gpu1.weights	14346396416	-1	pending
blk.10.indexer.compress_kv.weight	blk.10.indexer.compress_kv.weight	bf16	[4096x256]	source_bf16	1	10	ds4_indexer_mixed_pending	36877945856	2097152	gpu1.weights	14348493568	-1	pending
blk.10.indexer.proj.weight	blk.10.indexer.proj.weight	bf16	[4096x64]	source_bf16	1	10	ds4_indexer_mixed_pending	36880043008	524288	gpu1.weights	14350590720	-1	pending
blk.10.indexer.attn_q_b.weight	blk.10.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	1	10	ds4_indexer_mixed_pending	36880567296	8454144	gpu1.weights	14351115008	-1	pending
blk.10.attn_kv_a_norm.weight	blk.10.attn_kv_a_norm.weight	f32	[512]	source_f32_control	1	10	ds4_attention_control	36889021440	2048	gpu1.weights	14359569152	-1	pending
blk.10.attn_q_a_norm.weight	blk.10.attn_q_a_norm.weight	f32	[1024]	source_f32_control	1	10	ds4_attention_control	36889023488	4096	gpu1.weights	14359571200	-1	pending
blk.10.attn_kv_latent.weight	blk.10.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	1	10	v100_fp8_dequant_f16_hmma_pending	36889027584	2113536	gpu1.weights	14359575296	-1	pending
blk.10.attn_output_a.weight	blk.10.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	1	10	v100_fp8_dequant_f16_hmma_pending	36891141120	33816576	gpu1.weights	14361688832	-1	pending
blk.10.attn_output_b.weight	blk.10.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	1	10	v100_fp8_dequant_f16_hmma_pending	36924957696	33816576	gpu1.weights	14395505408	-1	pending
blk.10.attn_q_a.weight	blk.10.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	1	10	v100_fp8_dequant_f16_hmma_pending	36958774272	4227072	gpu1.weights	14429321984	-1	pending
blk.10.attn_q_b.weight	blk.10.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	1	10	v100_fp8_dequant_f16_hmma_pending	36963001344	33816576	gpu1.weights	14433549056	-1	pending
blk.10.attn_norm.weight	blk.10.attn_norm.weight	f32	[4096]	source_f32_control	1	10	ds4_attention_control	36996817920	16384	gpu1.weights	14467365632	-1	pending
blk.10.ffn_down_exps.weight	blk.10.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	1	10	v100_grouped_mxfp4_pending	36996834304	1140850688	gpu1.weights	14467382016	-1	pending
blk.10.ffn_gate_exps.weight	blk.10.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	1	10	v100_grouped_mxfp4_pending	38137684992	1140850688	gpu1.weights	15608232704	-1	pending
blk.10.ffn_up_exps.weight	blk.10.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	1	10	v100_grouped_mxfp4_pending	39278535680	1140850688	gpu1.weights	16749083392	-1	pending
blk.10.exp_probs_b	blk.10.exp_probs_b	f32	[256]	source_f32	1	10	ds4_router_f32_i32	40419386368	1024	gpu1.weights	17889934080	-1	pending
blk.10.ffn_gate_inp.weight	blk.10.ffn_gate_inp.weight	f32	[4096x256]	source_f32	1	10	ds4_router_f32_i32	40419387392	4194304	gpu1.weights	17889935104	-1	pending
blk.10.ffn_gate_shexp.weight	blk.10.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	1	10	v100_shared_fp8_dense_pending	40423581696	8454144	gpu1.weights	17894129408	-1	pending
blk.10.ffn_down_shexp.weight	blk.10.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	1	10	v100_shared_fp8_dense_pending	40432035840	8454144	gpu1.weights	17902583552	-1	pending
blk.10.ffn_up_shexp.weight	blk.10.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	1	10	v100_shared_fp8_dense_pending	40440489984	8454144	gpu1.weights	17911037696	-1	pending
blk.10.ffn_norm.weight	blk.10.ffn_norm.weight	f32	[4096]	source_f32	1	10	ds4_control_f32	40448944128	16384	gpu1.weights	17919491840	-1	pending
blk.10.hc_attn_base	blk.10.hc_attn_base	f32	[24]	source_f32	1	10	ds4_hc_control_f32	40448960512	96	gpu1.weights	17919508224	-1	pending
blk.10.hc_attn_fn	blk.10.hc_attn_fn	f32	[16384x24]	source_f32	1	10	ds4_hc_control_f32	40448960608	1572864	gpu1.weights	17919508480	-1	pending
blk.10.hc_attn_scale	blk.10.hc_attn_scale	f32	[3]	source_f32	1	10	ds4_hc_control_f32	40450533472	12	gpu1.weights	17921081344	-1	pending
blk.10.hc_ffn_base	blk.10.hc_ffn_base	f32	[24]	source_f32	1	10	ds4_hc_control_f32	40450533504	96	gpu1.weights	17921081600	-1	pending
blk.10.hc_ffn_fn	blk.10.hc_ffn_fn	f32	[16384x24]	source_f32	1	10	ds4_hc_control_f32	40450533600	1572864	gpu1.weights	17921081856	-1	pending
blk.10.hc_ffn_scale	blk.10.hc_ffn_scale	f32	[3]	source_f32	1	10	ds4_hc_control_f32	40452106464	12	gpu1.weights	17922654720	-1	pending
blk.11.attn_sinks	blk.11.attn_sinks	f32	[64]	source_f32_control	1	11	ds4_attention_control	40452106496	256	gpu1.weights	17922654976	-1	pending
blk.11.attn_compress_ape	blk.11.attn_compress_ape	f32	[512x128]	source_f32	1	11	ds4_compressor_bf16_f32_pending	40452106752	262144	gpu1.weights	17922655232	-1	pending
blk.11.attn_compress_norm.weight	blk.11.attn_compress_norm.weight	f32	[512]	source_f32	1	11	ds4_compressor_bf16_f32_pending	40452368896	2048	gpu1.weights	17922917376	-1	pending
blk.11.attn_compress_gate.weight	blk.11.attn_compress_gate.weight	bf16	[4096x512]	source_bf16	1	11	ds4_compressor_bf16_f32_pending	40452370944	4194304	gpu1.weights	17922919424	-1	pending
blk.11.attn_compress_kv.weight	blk.11.attn_compress_kv.weight	bf16	[4096x512]	source_bf16	1	11	ds4_compressor_bf16_f32_pending	40456565248	4194304	gpu1.weights	17927113728	-1	pending
blk.11.attn_kv_a_norm.weight	blk.11.attn_kv_a_norm.weight	f32	[512]	source_f32_control	1	11	ds4_attention_control	40460759552	2048	gpu1.weights	17931308032	-1	pending
blk.11.attn_q_a_norm.weight	blk.11.attn_q_a_norm.weight	f32	[1024]	source_f32_control	1	11	ds4_attention_control	40460761600	4096	gpu1.weights	17931310080	-1	pending
blk.11.attn_kv_latent.weight	blk.11.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	1	11	v100_fp8_dequant_f16_hmma_pending	40460765696	2113536	gpu1.weights	17931314176	-1	pending
blk.11.attn_output_a.weight	blk.11.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	1	11	v100_fp8_dequant_f16_hmma_pending	40462879232	33816576	gpu1.weights	17933427712	-1	pending
blk.11.attn_output_b.weight	blk.11.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	1	11	v100_fp8_dequant_f16_hmma_pending	40496695808	33816576	gpu1.weights	17967244288	-1	pending
blk.11.attn_q_a.weight	blk.11.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	1	11	v100_fp8_dequant_f16_hmma_pending	40530512384	4227072	gpu1.weights	18001060864	-1	pending
blk.11.attn_q_b.weight	blk.11.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	1	11	v100_fp8_dequant_f16_hmma_pending	40534739456	33816576	gpu1.weights	18005287936	-1	pending
blk.11.attn_norm.weight	blk.11.attn_norm.weight	f32	[4096]	source_f32_control	1	11	ds4_attention_control	40568556032	16384	gpu1.weights	18039104512	-1	pending
blk.11.ffn_down_exps.weight	blk.11.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	1	11	v100_grouped_mxfp4_pending	40568572416	1140850688	gpu1.weights	18039120896	-1	pending
blk.11.ffn_gate_exps.weight	blk.11.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	1	11	v100_grouped_mxfp4_pending	41709423104	1140850688	gpu1.weights	19179971584	-1	pending
blk.11.ffn_up_exps.weight	blk.11.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	1	11	v100_grouped_mxfp4_pending	42850273792	1140850688	gpu1.weights	20320822272	-1	pending
blk.11.exp_probs_b	blk.11.exp_probs_b	f32	[256]	source_f32	1	11	ds4_router_f32_i32	43991124480	1024	gpu1.weights	21461672960	-1	pending
blk.11.ffn_gate_inp.weight	blk.11.ffn_gate_inp.weight	f32	[4096x256]	source_f32	1	11	ds4_router_f32_i32	43991125504	4194304	gpu1.weights	21461673984	-1	pending
blk.11.ffn_gate_shexp.weight	blk.11.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	1	11	v100_shared_fp8_dense_pending	43995319808	8454144	gpu1.weights	21465868288	-1	pending
blk.11.ffn_down_shexp.weight	blk.11.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	1	11	v100_shared_fp8_dense_pending	44003773952	8454144	gpu1.weights	21474322432	-1	pending
blk.11.ffn_up_shexp.weight	blk.11.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	1	11	v100_shared_fp8_dense_pending	44012228096	8454144	gpu1.weights	21482776576	-1	pending
blk.11.ffn_norm.weight	blk.11.ffn_norm.weight	f32	[4096]	source_f32	1	11	ds4_control_f32	44020682240	16384	gpu1.weights	21491230720	-1	pending
blk.11.hc_attn_base	blk.11.hc_attn_base	f32	[24]	source_f32	1	11	ds4_hc_control_f32	44020698624	96	gpu1.weights	21491247104	-1	pending
blk.11.hc_attn_fn	blk.11.hc_attn_fn	f32	[16384x24]	source_f32	1	11	ds4_hc_control_f32	44020698720	1572864	gpu1.weights	21491247360	-1	pending
blk.11.hc_attn_scale	blk.11.hc_attn_scale	f32	[3]	source_f32	1	11	ds4_hc_control_f32	44022271584	12	gpu1.weights	21492820224	-1	pending
blk.11.hc_ffn_base	blk.11.hc_ffn_base	f32	[24]	source_f32	1	11	ds4_hc_control_f32	44022271616	96	gpu1.weights	21492820480	-1	pending
blk.11.hc_ffn_fn	blk.11.hc_ffn_fn	f32	[16384x24]	source_f32	1	11	ds4_hc_control_f32	44022271712	1572864	gpu1.weights	21492820736	-1	pending
blk.11.hc_ffn_scale	blk.11.hc_ffn_scale	f32	[3]	source_f32	1	11	ds4_hc_control_f32	44023844576	12	gpu1.weights	21494393600	-1	pending
blk.12.attn_sinks	blk.12.attn_sinks	f32	[64]	source_f32_control	2	12	ds4_attention_control	44023844608	256	gpu2.weights	0	-1	pending
blk.12.attn_compress_ape	blk.12.attn_compress_ape	f32	[1024x4]	source_f32	2	12	ds4_compressor_bf16_f32_pending	44023844864	16384	gpu2.weights	256	-1	pending
blk.12.attn_compress_norm.weight	blk.12.attn_compress_norm.weight	f32	[512]	source_f32	2	12	ds4_compressor_bf16_f32_pending	44023861248	2048	gpu2.weights	16640	-1	pending
blk.12.attn_compress_gate.weight	blk.12.attn_compress_gate.weight	bf16	[4096x1024]	source_bf16	2	12	ds4_compressor_bf16_f32_pending	44023863296	8388608	gpu2.weights	18688	-1	pending
blk.12.attn_compress_kv.weight	blk.12.attn_compress_kv.weight	bf16	[4096x1024]	source_bf16	2	12	ds4_compressor_bf16_f32_pending	44032251904	8388608	gpu2.weights	8407296	-1	pending
blk.12.indexer.compress_ape	blk.12.indexer.compress_ape	f32	[256x4]	source_f32	2	12	ds4_indexer_mixed_pending	44040640512	4096	gpu2.weights	16795904	-1	pending
blk.12.indexer.compress_norm.weight	blk.12.indexer.compress_norm.weight	f32	[128]	source_f32	2	12	ds4_indexer_mixed_pending	44040644608	512	gpu2.weights	16800000	-1	pending
blk.12.indexer.compress_gate.weight	blk.12.indexer.compress_gate.weight	bf16	[4096x256]	source_bf16	2	12	ds4_indexer_mixed_pending	44040645120	2097152	gpu2.weights	16800512	-1	pending
blk.12.indexer.compress_kv.weight	blk.12.indexer.compress_kv.weight	bf16	[4096x256]	source_bf16	2	12	ds4_indexer_mixed_pending	44042742272	2097152	gpu2.weights	18897664	-1	pending
blk.12.indexer.proj.weight	blk.12.indexer.proj.weight	bf16	[4096x64]	source_bf16	2	12	ds4_indexer_mixed_pending	44044839424	524288	gpu2.weights	20994816	-1	pending
blk.12.indexer.attn_q_b.weight	blk.12.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	2	12	ds4_indexer_mixed_pending	44045363712	8454144	gpu2.weights	21519104	-1	pending
blk.12.attn_kv_a_norm.weight	blk.12.attn_kv_a_norm.weight	f32	[512]	source_f32_control	2	12	ds4_attention_control	44053817856	2048	gpu2.weights	29973248	-1	pending
blk.12.attn_q_a_norm.weight	blk.12.attn_q_a_norm.weight	f32	[1024]	source_f32_control	2	12	ds4_attention_control	44053819904	4096	gpu2.weights	29975296	-1	pending
blk.12.attn_kv_latent.weight	blk.12.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	2	12	v100_fp8_dequant_f16_hmma_pending	44053824000	2113536	gpu2.weights	29979392	-1	pending
blk.12.attn_output_a.weight	blk.12.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	2	12	v100_fp8_dequant_f16_hmma_pending	44055937536	33816576	gpu2.weights	32092928	-1	pending
blk.12.attn_output_b.weight	blk.12.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	2	12	v100_fp8_dequant_f16_hmma_pending	44089754112	33816576	gpu2.weights	65909504	-1	pending
blk.12.attn_q_a.weight	blk.12.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	2	12	v100_fp8_dequant_f16_hmma_pending	44123570688	4227072	gpu2.weights	99726080	-1	pending
blk.12.attn_q_b.weight	blk.12.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	2	12	v100_fp8_dequant_f16_hmma_pending	44127797760	33816576	gpu2.weights	103953152	-1	pending
blk.12.attn_norm.weight	blk.12.attn_norm.weight	f32	[4096]	source_f32_control	2	12	ds4_attention_control	44161614336	16384	gpu2.weights	137769728	-1	pending
blk.12.ffn_down_exps.weight	blk.12.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	2	12	v100_grouped_mxfp4_pending	44161630720	1140850688	gpu2.weights	137786112	-1	pending
blk.12.ffn_gate_exps.weight	blk.12.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	2	12	v100_grouped_mxfp4_pending	45302481408	1140850688	gpu2.weights	1278636800	-1	pending
blk.12.ffn_up_exps.weight	blk.12.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	2	12	v100_grouped_mxfp4_pending	46443332096	1140850688	gpu2.weights	2419487488	-1	pending
blk.12.exp_probs_b	blk.12.exp_probs_b	f32	[256]	source_f32	2	12	ds4_router_f32_i32	47584182784	1024	gpu2.weights	3560338176	-1	pending
blk.12.ffn_gate_inp.weight	blk.12.ffn_gate_inp.weight	f32	[4096x256]	source_f32	2	12	ds4_router_f32_i32	47584183808	4194304	gpu2.weights	3560339200	-1	pending
blk.12.ffn_gate_shexp.weight	blk.12.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	2	12	v100_shared_fp8_dense_pending	47588378112	8454144	gpu2.weights	3564533504	-1	pending
blk.12.ffn_down_shexp.weight	blk.12.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	2	12	v100_shared_fp8_dense_pending	47596832256	8454144	gpu2.weights	3572987648	-1	pending
blk.12.ffn_up_shexp.weight	blk.12.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	2	12	v100_shared_fp8_dense_pending	47605286400	8454144	gpu2.weights	3581441792	-1	pending
blk.12.ffn_norm.weight	blk.12.ffn_norm.weight	f32	[4096]	source_f32	2	12	ds4_control_f32	47613740544	16384	gpu2.weights	3589895936	-1	pending
blk.12.hc_attn_base	blk.12.hc_attn_base	f32	[24]	source_f32	2	12	ds4_hc_control_f32	47613756928	96	gpu2.weights	3589912320	-1	pending
blk.12.hc_attn_fn	blk.12.hc_attn_fn	f32	[16384x24]	source_f32	2	12	ds4_hc_control_f32	47613757024	1572864	gpu2.weights	3589912576	-1	pending
blk.12.hc_attn_scale	blk.12.hc_attn_scale	f32	[3]	source_f32	2	12	ds4_hc_control_f32	47615329888	12	gpu2.weights	3591485440	-1	pending
blk.12.hc_ffn_base	blk.12.hc_ffn_base	f32	[24]	source_f32	2	12	ds4_hc_control_f32	47615329920	96	gpu2.weights	3591485696	-1	pending
blk.12.hc_ffn_fn	blk.12.hc_ffn_fn	f32	[16384x24]	source_f32	2	12	ds4_hc_control_f32	47615330016	1572864	gpu2.weights	3591485952	-1	pending
blk.12.hc_ffn_scale	blk.12.hc_ffn_scale	f32	[3]	source_f32	2	12	ds4_hc_control_f32	47616902880	12	gpu2.weights	3593058816	-1	pending
blk.13.attn_sinks	blk.13.attn_sinks	f32	[64]	source_f32_control	2	13	ds4_attention_control	47616902912	256	gpu2.weights	3593059072	-1	pending
blk.13.attn_compress_ape	blk.13.attn_compress_ape	f32	[512x128]	source_f32	2	13	ds4_compressor_bf16_f32_pending	47616903168	262144	gpu2.weights	3593059328	-1	pending
blk.13.attn_compress_norm.weight	blk.13.attn_compress_norm.weight	f32	[512]	source_f32	2	13	ds4_compressor_bf16_f32_pending	47617165312	2048	gpu2.weights	3593321472	-1	pending
blk.13.attn_compress_gate.weight	blk.13.attn_compress_gate.weight	bf16	[4096x512]	source_bf16	2	13	ds4_compressor_bf16_f32_pending	47617167360	4194304	gpu2.weights	3593323520	-1	pending
blk.13.attn_compress_kv.weight	blk.13.attn_compress_kv.weight	bf16	[4096x512]	source_bf16	2	13	ds4_compressor_bf16_f32_pending	47621361664	4194304	gpu2.weights	3597517824	-1	pending
blk.13.attn_kv_a_norm.weight	blk.13.attn_kv_a_norm.weight	f32	[512]	source_f32_control	2	13	ds4_attention_control	47625555968	2048	gpu2.weights	3601712128	-1	pending
blk.13.attn_q_a_norm.weight	blk.13.attn_q_a_norm.weight	f32	[1024]	source_f32_control	2	13	ds4_attention_control	47625558016	4096	gpu2.weights	3601714176	-1	pending
blk.13.attn_kv_latent.weight	blk.13.attn_kv_latent.weight	f8_e4m3_b128	[4096x512]	source_f8_e4m3_b128_blocked	2	13	v100_fp8_dequant_f16_hmma_pending	47625562112	2113536	gpu2.weights	3601718272	-1	pending
blk.13.attn_output_a.weight	blk.13.attn_output_a.weight	f8_e4m3_b128	[4096x8192]	source_f8_e4m3_b128_blocked	2	13	v100_fp8_dequant_f16_hmma_pending	47627675648	33816576	gpu2.weights	3603831808	-1	pending
blk.13.attn_output_b.weight	blk.13.attn_output_b.weight	f8_e4m3_b128	[8192x4096]	source_f8_e4m3_b128_blocked	2	13	v100_fp8_dequant_f16_hmma_pending	47661492224	33816576	gpu2.weights	3637648384	-1	pending
blk.13.attn_q_a.weight	blk.13.attn_q_a.weight	f8_e4m3_b128	[4096x1024]	source_f8_e4m3_b128_blocked	2	13	v100_fp8_dequant_f16_hmma_pending	47695308800	4227072	gpu2.weights	3671464960	-1	pending
blk.13.attn_q_b.weight	blk.13.attn_q_b.weight	f8_e4m3_b128	[1024x32768]	source_f8_e4m3_b128_blocked	2	13	v100_fp8_dequant_f16_hmma_pending	47699535872	33816576	gpu2.weights	3675692032	-1	pending
blk.13.attn_norm.weight	blk.13.attn_norm.weight	f32	[4096]	source_f32_control	2	13	ds4_attention_control	47733352448	16384	gpu2.weights	3709508608	-1	pending
blk.13.ffn_down_exps.weight	blk.13.ffn_down_exps.weight	mxfp4	[2048x4096x256]	source_mxfp4_grouped	2	13	v100_grouped_mxfp4_pending	47733368832	1140850688	gpu2.weights	3709524992	-1	pending
blk.13.ffn_gate_exps.weight	blk.13.ffn_gate_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	2	13	v100_grouped_mxfp4_pending	48874219520	1140850688	gpu2.weights	4850375680	-1	pending
blk.13.ffn_up_exps.weight	blk.13.ffn_up_exps.weight	mxfp4	[4096x2048x256]	source_mxfp4_grouped	2	13	v100_grouped_mxfp4_pending	50015070208	1140850688	gpu2.weights	5991226368	-1	pending
blk.13.exp_probs_b	blk.13.exp_probs_b	f32	[256]	source_f32	2	13	ds4_router_f32_i32	51155920896	1024	gpu2.weights	7132077056	-1	pending
blk.13.ffn_gate_inp.weight	blk.13.ffn_gate_inp.weight	f32	[4096x256]	source_f32	2	13	ds4_router_f32_i32	51155921920	4194304	gpu2.weights	7132078080	-1	pending
blk.13.ffn_gate_shexp.weight	blk.13.ffn_gate_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	2	13	v100_shared_fp8_dense_pending	51160116224	8454144	gpu2.weights	7136272384	-1	pending
blk.13.ffn_down_shexp.weight	blk.13.ffn_down_shexp.weight	f8_e4m3_b128	[2048x4096]	source_f8_e4m3_b128_blocked	2	13	v100_shared_fp8_dense_pending	51168570368	8454144	gpu2.weights	7144726528	-1	pending
blk.13.ffn_up_shexp.weight	blk.13.ffn_up_shexp.weight	f8_e4m3_b128	[4096x2048]	source_f8_e4m3_b128_blocked	2	13	v100_shared_fp8_dense_pending	51177024512	8454144	gpu2.weights	7153180672	-1	pending
blk.13.ffn_norm.weight	blk.13.ffn_norm.weight	f32	[4096]	source_f32	2	13	ds4_control_f32	51185478656	16384	gpu2.weights	7161634816	-1	pending
blk.13.hc_attn_base	blk.13.hc_attn_base	f32	[24]	source_f32	2	13	ds4_hc_control_f32	51185495040	96	gpu2.weights	7161651200	-1	pending
blk.13.hc_attn_fn	blk.13.hc_attn_fn	f32	[16384x24]	source_f32	2	13	ds4_hc_control_f32	51185495136	1572864	gpu2.weights	7161651456	-1	pending
blk.13.hc_attn_scale	blk.13.hc_attn_scale	f32	[3]	source_f32	2	13	ds4_hc_control_f32	51187068000	12	gpu2.weights	7163224320	-1	pending
blk.13.hc_ffn_base	blk.13.hc_ffn_base	f32	[24]	source_f32	2	13	ds4_hc_control_f32	51187068032	96	gpu2.weights	7163224576	-1	pending
blk.13.hc_ffn_fn	blk.13.hc_ffn_fn	f32	[16384x24]	source_f32	2	13	ds4_hc_control_f32	51187068128	1572864	gpu2.weights	7163224832	-1	pending
blk.13.hc_ffn_scale	blk.13.hc_ffn_scale	f32	[3]	source_f32	2	13	ds4_hc_control_f32	51188640992	12	gpu2.weights	7164797696	-1	pending
blk.14.attn_sinks	blk.14.attn_sinks	f32	[64]	source_f32_control	2	14	ds4_attention_control	51188641024	256	gpu2.weights	7164797952	-1	pending
blk.14.attn_compress_ape	blk.14.attn_compress_ape	f32	[1024x4]	source_f32	2	14	ds4_compressor_bf16_f32_pending	51188641280	16384	gpu2.weights	7164798208	-1	pending
blk.14.attn_compress_norm.weight	blk.14.attn_compress_norm.weight	f32	[512]	source_f32	2	14	ds4_compressor_bf16_f32_pending	51188657664	2048	gpu2.weights	7164814592	-1	pending
blk.14.attn_compress_gate.weight	blk.14.attn_compress_gate.weight	bf16	[4096x1024]	source_bf16	2	14	ds4_compressor_bf16_f32_pending	51188659712	8388608	gpu2.weights	7164816640	-1	pending
blk.14.attn_compress_kv.weight	blk.14.attn_compress_kv.weight	bf16	[4096x1024]	source_bf16	2	14	ds4_compressor_bf16_f32_pending	51197048320	8388608	gpu2.weights	7173205248	-1	pending
blk.14.indexer.compress_ape	blk.14.indexer.compress_ape	f32	[256x4]	source_f32	2	14	ds4_indexer_mixed_pending	51205436928	4096	gpu2.weights	7181593856	-1	pending
blk.14.indexer.compress_norm.weight	blk.14.indexer.compress_norm.weight	f32	[128]	source_f32	2	14	ds4_indexer_mixed_pending	51205441024	512	gpu2.weights	7181597952	-1	pending
blk.14.indexer.compress_gate.weight	blk.14.indexer.compress_gate.weight	bf16	[4096x256]	source_bf16	2	14	ds4_indexer_mixed_pending	51205441536	2097152	gpu2.weights	7181598464	-1	pending
blk.14.indexer.compress_kv.weight	blk.14.indexer.compress_kv.weight	bf16	[4096x256]	source_bf16	2	14	ds4_indexer_mixed_pending	51207538688	2097152	gpu2.weights	7183695616	-1	pending
blk.14.indexer.proj.weight	blk.14.indexer.proj.weight	bf16	[4096x64]	source_bf16	2	14	ds4_indexer_mixed_pending	51209635840	524288	gpu2.weights	7185792768	-1	pending
blk.14.indexer.attn_q_b.weight	blk.14.indexer.attn_q_b.weight	f8_e4m3_b128	[1024x8192]	source_f8_e4m3_b128_blocked	2	14	ds4_indexer_mixed_pending	51210160128	8454144	gpu2.weights	7186317056	-1	pending
blk.14.attn_kv_a_norm.weight	blk.14.attn_kv_a_norm.weight	f32	[512]	source_f32_control	2	14	ds4_attention_control	51218614272	2048	gpu2.weights	7194771200	-1	pending
blk.14.attn_q_a_norm.weight	blk.14.attn_q_a_norm.weight	f32	[1024]	source_f32_control	2	14	ds4_attention_control	51218616320	4096	gpu2.weights	7194773248	-1	pending
